ATC-Bedeutung;ATC-Bedeutung_cleaned
Beinaglutid;beinaglutid
Bekanamycin;bekanamycin
Belantamab mafodotin;belantamab mafodotin
Belatacept;belatacept
Belimumab;belimumab
Belinostat;belinostat
Belladonna-Gesamtalkaloide;belladonna gesamtalkaloide
Belladonna-Gesamtalkaloide und Psycholeptika;belladonna gesamtalkaloide psycholeptika
Belotecan;belotecan
Belumosudil;belumosudil
Belzutifan;belzutifan
Bemegrid;bemegrid
Bemetizid, Kombinationen;bemetizid kombinationen
Bemetizid und Triamteren;bemetizid triamteren
Bemiparin;bemiparin
Bempedoinsäure;bempedoinsaeure
Bempedoinsäure und Ezetimib;bempedoinsaeure ezetimib
Benactyzin und Psycholeptika;benactyzin psycholeptika
Benazepril;benazepril
Benazepril und Amlodipin;benazepril amlodipin
Benazepril und Diuretika;benazepril diuretika
Benazepril und Hydrochlorothiazid;benazepril hydrochlorothiazid
Bencyclan;bencyclan
Bendamustin;bendamustin
Bendazac;bendazac
Bendroflumethiazid;bendroflumethiazid
Bendroflumethiazid und Amilorid;bendroflumethiazid amilorid
Bendroflumethiazid und Kalium;bendroflumethiazid kalium
Bendroflumethiazid und Kalium sparende Mittel;bendroflumethiazid kalium sparende mittel
Benfluorex;benfluorex
Benfotiamin;benfotiamin
Benfotiamin, Kombinationen;benfotiamin kombinationen
Bengalrosa-Natrium;bengalrosa natrium
Benidipin;benidipin
Benorilat;benorilat
Benoxaprofen;benoxaprofen
Benperidol;benperidol
Benproperin;benproperin
Benralizumab;benralizumab
Bentazepam;bentazepam
Bentiromid;bentiromid
Benzalkonium;benzalkonium
Benzalkonium, Kombinationen;benzalkonium kombinationen
Benzalkoniumchlorid;benzalkoniumchlorid
Benzalkoniumchlorid, Kombinationen;benzalkoniumchlorid kombinationen
Benzaron;benzaron
Benzatropin;benzatropin
Benzbromaron;benzbromaron
Benzethonium;benzethonium
Benzethonium, Kombinationen;benzethonium kombinationen
Benzethoniumchlorid;benzethoniumchlorid
Benzethoniumchlorid, Kombinationen;benzethoniumchlorid kombinationen
Benzilon;benzilon
Benziodaron;benziodaron
Benziodaron, Kombinationen;benziodaron kombinationen
Benznidazol;benznidazol
Benzocain;benzocain
Benzocain, Kombinationen;benzocain kombinationen
Benzoctamin;benzoctamin
Benzodiazepin-Testzone;benzodiazepin testzone
Benzododecinium;benzododecinium
Benzonatat;benzonatat
Benzoxonium, Kombinationen;benzoxonium kombinationen
Benzoxoniumchlorid;benzoxoniumchlorid
Benzoylperoxid;benzoylperoxid
Benzoylperoxid, Kombinationen;benzoylperoxid kombinationen
Benzydamin;benzydamin
Benzylalkohol;benzylalkohol
Benzylbenzoat;benzylbenzoat
Benzylmandelat in Kombination mit anderen Mitteln;benzylmandelat kombination mit anderen mitteln
Benzylnicotinat;benzylnicotinat
Benzylnicotinat, Kombinationen;benzylnicotinat kombinationen
Benzylpenicillin;benzylpenicillin
Benzylpenicillin-Benzathin;benzylpenicillin benzathin
Benzylpenicillin-Procain;benzylpenicillin procain
Benzylthiouracil;benzylthiouracil
Beperminogen perplasmid;beperminogen perplasmid
Bephenium;bephenium
Bepridil;bepridil
Beraprost;beraprost
Beremagen geperpavec;beremagen geperpavec
Bergapten;bergapten
Bermekimab;bermekimab
Berotralstat;berotralstat
Besenginsterkraut;besenginsterkraut
Besifloxacin;besifloxacin
Betacaroten;betacaroten
Betacaroten, Kombinationen;betacaroten kombinationen
Betahistin;betahistin
Betain;betain
Betain, Kombinationen;betain kombinationen
Betainhydrochlorid;betainhydrochlorid
Betamethason;betamethason
Betamethason, Kombinationen;betamethason kombinationen
Betamethason und Antibiotika;betamethason antibiotika
Betamethason und Antiinfektiva;betamethason antiinfektiva
Betamethason und Antiseptika;betamethason antiseptika
Betamethason und Mydriatika;betamethason mydriatika
Betamethason-Depot;betamethason depot
Betanidin;betanidin
Beta-Sitosterin;beta sitosterin
Beta-Sitosterin, Kombinationen;beta sitosterin kombinationen
Betaxolol;betaxolol
Betaxolol, Kombinationen;betaxolol kombinationen
Betazol;betazol
Bethanechol;bethanechol
Betibeglogen autotemcel;betibeglogen autotemcel
Betrixaban;betrixaban
Bevacizumab;bevacizumab
Bevantolol;bevantolol
Bevantolol und Thiazide;bevantolol thiazide
Bevonium;bevonium
Bevonium und Analgetika;bevonium analgetika
Bevonium und Psycholeptika;bevonium psycholeptika
Bexagliflozin;bexagliflozin
Bexaroten;bexaroten
Bezafibrat;bezafibrat
Bezitramid;bezitramid
Bezlotoxumab;bezlotoxumab
Biapenem;biapenem
Bibenzoniumbromid;bibenzoniumbromid
Bibrocathol;bibrocathol
Bicalutamid;bicalutamid
Bietaserpin;bietaserpin
Bietaserpin, Kombinationen;bietaserpin kombinationen
Bietaserpin und Diuretika;bietaserpin diuretika
Bifemelan;bifemelan
Bifonazol;bifonazol
Bifonazol, Kombinationen;bifonazol kombinationen
Bilastin;bilastin
Bilirubin-Testzone;bilirubin testzone
Bimatoprost;bimatoprost
Bimekizumab;bimekizumab
Binimetinib;binimetinib
Bioallethrin;bioallethrin
Bioallethrin, Kombinationen;bioallethrin kombinationen
Biotin;biotin
Biperiden;biperiden
Biphenylol;biphenylol
Biphenylol, Kombinationen;biphenylol kombinationen
Birkenblätter;birkenblaetter
Birkenrinde**;birkenrinde
Bisacodyl;bisacodyl
Bisacodyl, Kombinationen;bisacodyl kombinationen
Bismut, Kombinationen;bismut kombinationen
Bismut(III)-citrat-hydroxid-Komplex;bismut iii citrat hydroxid komplex
Bismutpräparate, Kombinationen;bismutpraeparate kombinationen
Bismutsubcitrat;bismutsubcitrat
Bismutsubcitrat, Tetracyclin und Metronidazol;bismutsubcitrat tetracyclin metronidazol
Bismutsubnitrat;bismutsubnitrat
Bismutsubnitrat, Kombinationen exkl. Psycholeptika;bismutsubnitrat kombinationen exkl psycholeptika
Bismutsubsalicylat;bismutsubsalicylat
Bisoprolol;bisoprolol
Bisoprolol und Acetylsalicylsäure;bisoprolol acetylsalicylsaeure
Bisoprolol und Amlodipin;bisoprolol amlodipin
Bisoprolol und Hydrochlorothiazid;bisoprolol hydrochlorothiazid
Bisoprolol und Thiazide;bisoprolol thiazide
Bisoxatin;bisoxatin
Bisoxatin, Kombinationen;bisoxatin kombinationen
Bithionol;bithionol
Bitolterol;bitolterol
Bittersüßstängel;bittersuessstaengel
Bituminosulfonate;bituminosulfonate
Bituminosulfonate, inkl. Kombinationen;bituminosulfonate inkl kombinationen
Bituminosulfonate, Kombinationen;bituminosulfonate kombinationen
Bivalirudin;bivalirudin
Blauer Eisenhut;blauer eisenhut
Bleomycin;bleomycin
Blinatumomab;blinatumomab
Blut und Organextrakte vom Kalb, inkl. Kombinationen;blut organextrakte vom kalb inkl kombinationen
Blüten;blueten
Blutgerinnungsfaktor IX;blutgerinnungsfaktor ix
Blutgerinnungsfaktor VII;blutgerinnungsfaktor vii
Blutgerinnungsfaktor VIIa;blutgerinnungsfaktor viia
Blutgerinnungsfaktor VIII;blutgerinnungsfaktor viii
Blutgerinnungsfaktor X;blutgerinnungsfaktor x
Blutgerinnungsfaktor XIII;blutgerinnungsfaktor xiii
Blutgerinnungsfaktoren IX, II, VII und X in Kombination;blutgerinnungsfaktoren ix ii vii x kombination
Blutgerinnungsfaktoren, Kombinationen;blutgerinnungsfaktoren kombinationen
Blutplasma;blutplasma
Blutplasma ohne Pharmazentralnummer;blutplasma ohne pharmazentralnummer
Blut-Testzone;blut testzone
Blut-Testzone (Stuhl);blut testzone stuhl
Boceprevir;boceprevir
Boldoblätter;boldoblaetter
Bopindolol;bopindolol
Bopindolol und andere Diuretika;bopindolol andere diuretika
Bornaprin;bornaprin
Bornylsalicylat, Kombinationen;bornylsalicylat kombinationen
Borsäure;borsaeure
Bortezomib;bortezomib
Bosentan;bosentan
Bosutinib;bosutinib
Botulinumtoxin Typ A;botulinumtoxin typ a
Botulinumtoxin Typ B;botulinumtoxin typ b
Botulismus-Antitoxin;botulismus antitoxin
Bremelanotid;bremelanotid
Brennnesselblätter;brennnesselblaetter
Brennnesselkraut und -blätter;brennnesselkraut blaetter
Brennnesselwurzel;brennnesselwurzel
Brennnesselwurzel, Kombinationen;brennnesselwurzel kombinationen
Brentuximab vedotin;brentuximab vedotin
Bretyliumtosilat;bretyliumtosilat
Brexanolon;brexanolon
Brexpiprazol;brexpiprazol
Brexucabtagen autoleucel;brexucabtagen autoleucel
Briakinumab;briakinumab
Brigatinib;brigatinib
Brimonidin;brimonidin
Brimonidin und Ripasudil;brimonidin ripasudil
Brinase;brinase
Brincidofovir;brincidofovir
Brinzolamid;brinzolamid
Brinzolamid, Kombinationen;brinzolamid kombinationen
Brinzolamid und Brimonidin;brinzolamid brimonidin
Brivaracetam;brivaracetam
Brivudin;brivudin
Brodalumab;brodalumab
Brodimoprim;brodimoprim
Brolucizumab;brolucizumab
Bromallylmethylbutylbarbitursäure;bromallylmethylbutylbarbitursaeure
Bromazepam;bromazepam
Bromazin;bromazin
Bromchlorsalicylanilid;bromchlorsalicylanilid
Bromchlorsalicylanilid, Kombinationen;bromchlorsalicylanilid kombinationen
Bromelain**;bromelain
Bromelain, Kombinationen;bromelain kombinationen
Bromfenac;bromfenac
Bromhexin;bromhexin
Bromhexin, Kombinationen;bromhexin kombinationen
Bromide;bromide
Bromisoval;bromisoval
Bromisoval, Kombinationen;bromisoval kombinationen
Bromocriptin;bromocriptin
Bromoprid;bromoprid
Bromoprid, Kombinationen;bromoprid kombinationen
Bromperidol;bromperidol
Brompheniramin;brompheniramin
Brompheniramin, Kombinationen;brompheniramin kombinationen
Bromsalicylisopropylamid;bromsalicylisopropylamid
Bromsulfalein;bromsulfalein
Brotizolam;brotizolam
Broxychinolin;broxychinolin
Broxychinolin, Kombinationen;broxychinolin kombinationen
Brucella-Antigen;brucella antigen
Bucetin;bucetin
Bucetin, Kombinationen exkl. Psycholeptika;bucetin kombinationen exkl psycholeptika
Bucetin, Kombinationen mit Psycholeptika;bucetin kombinationen mit psycholeptika
Bucillamin;bucillamin
Bucladesin;bucladesin
Buclizin;buclizin
Buclizin, Kombinationen;buclizin kombinationen
Buclosamid, Kombinationen;buclosamid kombinationen
Budesonid;budesonid
Budipin;budipin
Bufexamac;bufexamac
Buflomedil;buflomedil
Buformin;buformin
Bufyllin;bufyllin
Bulevirtid;bulevirtid
Bumadizon;bumadizon
Bumetanid;bumetanid
Bumetanid und Kalium;bumetanid kalium
Bumetanid und Kalium sparende Mittel;bumetanid kalium sparende mittel
Bunaftin;bunaftin
Bunazosin;bunazosin
Bunitrolol;bunitrolol
Buphenin;buphenin
Buphenin, Kombinationen;buphenin kombinationen
Bupivacain;bupivacain
Bupivacain, Kombinationen;bupivacain kombinationen
Bupivacain und Meloxicam;bupivacain meloxicam
Bupranolol;bupranolol
Bupranolol und andere Antihypertensiva;bupranolol andere antihypertensiva
Bupranolol und andere Mittel;bupranolol andere mittel
Bupranolol und Vasodilatatoren;bupranolol vasodilatatoren
Buprenorphin;buprenorphin
Buprenorphin, Kombinationen;buprenorphin kombinationen
Buprenorphin und Naloxon;buprenorphin naloxon
Buprenorphin-Testzone;buprenorphin testzone
Bupropion;bupropion
Bupropion und Dextromethorphan;bupropion dextromethorphan
Bupropion und Naltrexon;bupropion naltrexon
Burosumab;burosumab
Buserelin;buserelin
Buspiron;buspiron
Busulfan;busulfan
Butalamin;butalamin
Butamirat;butamirat
Butanilicain;butanilicain
Butaperazin;butaperazin
Butenafin;butenafin
Butetamat;butetamat
Butetamat, Kombinationen;butetamat kombinationen
Butinolin in Kombination mit anderen Mitteln;butinolin kombination mit anderen mitteln
Butizid und Kalium sparende Mittel;butizid kalium sparende mittel
Butobarbital;butobarbital
Butoconazol;butoconazol
Butorphanol;butorphanol
Butoxycain, Kombinationen;butoxycain kombinationen
Butriptylin;butriptylin
Butylscopolamin;butylscopolamin
Butylscopolamin, Kombinationen;butylscopolamin kombinationen
Butylscopolamin und Analgetika;butylscopolamin analgetika
Butylscopolamin und Psycholeptika;butylscopolamin psycholeptika
Cabazitaxel;cabazitaxel
Cabergolin;cabergolin
Cabotegravir;cabotegravir
Cabozantinib;cabozantinib
Cadexomer-Iod;cadexomer iod
Cadmium-haltige Verbindungen;cadmium haltige verbindungen
Cadmium-haltige Verbindungen, Kombinationen;cadmium haltige verbindungen kombinationen
Cadralazin;cadralazin
Cafaminol;cafaminol
Cafedrin;cafedrin
Calcifediol;calcifediol
Calcipotriol;calcipotriol
Calcipotriol, Kombinationen;calcipotriol kombinationen
Calcipotriol und Betamethason;calcipotriol betamethason
Calcitonin (Lachs, synthetisch);calcitonin lachs synthetisch
Calcitonin (Mensch, synthetisch);calcitonin mensch synthetisch
Calcitonin (Schwein, natürlich);calcitonin schwein natuerlich
Calcitriol;calcitriol
Calcium (verschiedene Salze in Kombination);calcium verschiedene salze kombination
Calciumacetat;calciumacetat
Calciumacetat und Magnesiumcarbonat;calciumacetat magnesiumcarbonat
Calciumalginat;calciumalginat
Calciumaminosalicylat;calciumaminosalicylat
Calciumcarbimid;calciumcarbimid
Calciumcarbonat;calciumcarbonat
Calciumcarbonat und Colecalciferol;calciumcarbonat colecalciferol
"Calciumcarbonat und Colecalciferol, 
Kombinationen mit anderen Mitteln";calciumcarbonat colecalciferol kombinationen mit anderen mitteln
Calciumchlorid;calciumchlorid
Calciumcitrat;calciumcitrat
Calciumcitratlysin-Komplex;calciumcitratlysin komplex
Calciumdiaspartat;calciumdiaspartat
Calciumdobesilat;calciumdobesilat
Calciumdobesilat, Kombinationen;calciumdobesilat kombinationen
Calciumfolinat;calciumfolinat
Calciumglubionat;calciumglubionat
Calciumglucoheptonat;calciumglucoheptonat
Calciumgluconat;calciumgluconat
Calciumglycerylphosphat;calciumglycerylphosphat
Calcium-haltige Verbindungen;calcium haltige verbindungen
Calciumhexaminthiocyanat;calciumhexaminthiocyanat
Calciumiopodat;calciumiopodat
Calciumketoglutarat;calciumketoglutarat
Calciumlactat;calciumlactat
Calciumlactogluconat;calciumlactogluconat
Calciumlaevulat;calciumlaevulat
Calciumlevofolinat;calciumlevofolinat
Calciumorotat;calciumorotat
Calciumpangamat;calciumpangamat
Calciumpantothenat;calciumpantothenat
Calciumphosphat;calciumphosphat
Calciumsalze und Ergocalciferol;calciumsalze ergocalciferol
Calciumsilikat;calciumsilikat
Calciumthiosulfat;calciumthiosulfat
Calendula;calendula
Calendula officinalis;calendula officinalis
Camazepam;camazepam
Camostat;camostat
Campher;campher
Campher, Kombinationen;campher kombinationen
Camylofin;camylofin
Camylofin und Analgetika;camylofin analgetika
Canagliflozin;canagliflozin
Canakinumab;canakinumab
Candesartan;candesartan
Candesartan, Amlodipin und Hydrochlorothiazid;candesartan amlodipin hydrochlorothiazid
Candesartan und Amlodipin;candesartan amlodipin
Candesartan und Diuretika;candesartan diuretika
Candesartan und Hydrochlorothiazid;candesartan hydrochlorothiazid
Candicidin;candicidin
Cangrelor;cangrelor
Cannabidiol;cannabidiol
Cannabinoide;cannabinoide
Canrenon;canrenon
Capecitabin;capecitabin
Capivasertib;capivasertib
Caplacizumab;caplacizumab
Capmatinib;capmatinib
Capreomycin;capreomycin
Capsaicin;capsaicin
Capsaicin, Kombinationen;capsaicin kombinationen
Capsicumfrüchte;capsicumfruechte
Capsicumfrüchte, Kombinationen;capsicumfruechte kombinationen
Captodiam;captodiam
Captopril;captopril
Captopril und Diuretika;captopril diuretika
Captopril und Hydrochlorothiazid;captopril hydrochlorothiazid
Carazolol;carazolol
Carbachol;carbachol
Carbamazepin;carbamazepin
Carbamidperoxid;carbamidperoxid
Carbamoylphenoxyessigsäure;carbamoylphenoxyessigsaeure
Carbamoylphenoxyessigsäure, Kombinationen;carbamoylphenoxyessigsaeure kombinationen
Carbasalat calcium;carbasalat calcium
Carbasalat calcium, Kombinationen exkl. Psycholeptika;carbasalat calcium kombinationen exkl psycholeptika
Carbazochrom;carbazochrom
Carbenicillin;carbenicillin
Carbenoxolon;carbenoxolon
Carbenoxolon, Kombinationen exkl. Psycholeptika;carbenoxolon kombinationen exkl psycholeptika
Carbenoxolon, Kombinationen mit Psycholeptika;carbenoxolon kombinationen mit psycholeptika
Carbetocin;carbetocin
Carbimazol;carbimazol
Carbinoxamin;carbinoxamin
Carbocistein;carbocistein
Carbocromen;carbocromen
Carbocromen, Kombinationen;carbocromen kombinationen
Carbomer;carbomer
Carbomer, Kombinationen;carbomer kombinationen
Carboplatin;carboplatin
Carboprost;carboprost
Carboquon;carboquon
Carbromal;carbromal
Carbromal, Kombinationen;carbromal kombinationen
Carbutamid;carbutamid
Carbuterol;carbuterol
Cardiospermum;cardiospermum
Carfecillin;carfecillin
Carfilzomib;carfilzomib
Carfloglitazar;carfloglitazar
Carglumsäure;carglumsaeure
Carindacillin;carindacillin
Cariprazin;cariprazin
Carisbamat;carisbamat
Carisoprodol;carisoprodol
Carisoprodol, Kombinationen exkl. Psycholeptika;carisoprodol kombinationen exkl psycholeptika
Carisoprodol, Kombinationen mit Psycholeptika;carisoprodol kombinationen mit psycholeptika
Carmellose;carmellose
Carmellose, Kombinationen;carmellose kombinationen
Carmofur;carmofur
Carmustin;carmustin
Caroverin;caroverin
Carprofen;carprofen
Carteolol;carteolol
Carteolol, Kombinationen;carteolol kombinationen
Carum Carvi;carum carvi
Carumonam;carumonam
Carvedilol;carvedilol
Carvedilol und Ivabradin;carvedilol ivabradin
Carvedilol und Thiazide;carvedilol thiazide
Cascara;cascara
Cascara, Kombinationen;cascara kombinationen
Caseinhydrolysat;caseinhydrolysat
Casimersen;casimersen
Casirivimab und Imdevimab;casirivimab imdevimab
Casopitant;casopitant
Caspofungin;caspofungin
Catalase, Kombinationen;catalase kombinationen
Cathin;cathin
Cathin, Kombinationen;cathin kombinationen
Cathin-Phenobarbital;cathin phenobarbital
Catridecacog;catridecacog
Catumaxomab;catumaxomab
Cediranib;cediranib
Cefacetril;cefacetril
Cefaclor;cefaclor
Cefaclor, Kombinationen;cefaclor kombinationen
Cefadroxil;cefadroxil
Cefalexin;cefalexin
Cefaloridin;cefaloridin
Cefalotin;cefalotin
Cefamandol;cefamandol
Cefapirin;cefapirin
Cefatrizin;cefatrizin
Cefazedon;cefazedon
Cefazolin;cefazolin
Cefbuperazon;cefbuperazon
Cefcapen;cefcapen
Cefdinir;cefdinir
Cefditoren;cefditoren
Cefepim;cefepim
Cefepim und Amikacin;cefepim amikacin
Cefepim und Beta-Lactamase-Inhibitoren;cefepim beta lactamase inhibitoren
Cefetamet;cefetamet
Cefiderocol;cefiderocol
Cefixim;cefixim
Cefixim und Azithromycin;cefixim azithromycin
Cefixim und Beta-Lactamase-Inhibitoren;cefixim beta lactamase inhibitoren
Cefixim und Ornidazol;cefixim ornidazol
Cefmenoxim;cefmenoxim
Cefmetazol;cefmetazol
Cefminox;cefminox
Cefodizim;cefodizim
Cefonicid;cefonicid
Cefoperazon;cefoperazon
Cefoperazon und Beta-Lactamase-Inhibitoren;cefoperazon beta lactamase inhibitoren
Ceforanid;ceforanid
Cefotaxim;cefotaxim
Cefotaxim und Beta-Lactamase-Inhibitoren;cefotaxim beta lactamase inhibitoren
Cefotetan;cefotetan
Cefotiam;cefotiam
Cefoxitin;cefoxitin
Cefozopran;cefozopran
Cefpiramid;cefpiramid
Cefpirom;cefpirom
Cefpodoxim;cefpodoxim
Cefpodoxim und Beta-Lactamase-Inhibitoren;cefpodoxim beta lactamase inhibitoren
Cefprozil;cefprozil
Cefradin;cefradin
Cefroxadin;cefroxadin
Cefsulodin;cefsulodin
Ceftarolinfosamil;ceftarolinfosamil
Ceftazidim;ceftazidim
Ceftazidim und Beta-Lactamase-Inhibitoren;ceftazidim beta lactamase inhibitoren
