icd_title,clean_synonym,only_nouns,non_nouns,adjectives
"FEVER, UNSPECIFIED",fieber nicht naeher bezeichnet,fieber,nicht naeher bezeichnet,
"FEVER, UNSPECIFIED",fieberhaft,fieberhaft,,
"FEVER, UNSPECIFIED",hyperpyrexie,hyperpyrexie,,
"FEVER, UNSPECIFIED",hyperthermie,hyperthermie,,
"FEVER, UNSPECIFIED",koerpertemperatur erhoeht,koerpertemperatur,erhoeht,
"FEVER, UNSPECIFIED",pyrexie,pyrexie,,
"FEVER, UNSPECIFIED",pyrexie nnb,pyrexie,nnb,
"FEVER, UNSPECIFIED",temperatur hoch,temperatur,hoch,
"FEVER, UNSPECIFIED",temperaturanstieg,temperaturanstieg,,
COUGH,husten,,husten,
HYPOXEMIA,hypoxaemie,hypoxaemie,,
HYPOXEMIA,hypoxämie,hypoxämie,,
Pelvic and perineal pain,schmerzen im becken und am damm,schmerzen becken damm,im und am,
ABDOMINAL PAIN RLQ,schmerzen im rechten unteren quadranten,schmerzen quadranten,im rechten unteren,rechten unteren
Paresthesia of skin,ameisenlaufen,,ameisenlaufen,
Paresthesia of skin,kribbeln,,kribbeln,
Paresthesia of skin,kribbeln der haut,,kribbeln der haut,
Paresthesia of skin,kribbeln haut,kribbeln,haut,
Paresthesia of skin,kribbelndes gefuehl,gefuehl,kribbelndes,kribbelndes
Paresthesia of skin,kribbelndes gefuehl auf der haut,gefuehl haut,kribbelndes auf der,
Paresthesia of skin,nadelstiche,,nadelstiche,nadelstiche
Paresthesia of skin,paraesthesie der haut,paraesthesie,der haut,
Paresthesia of skin,paraesthesie haut,paraesthesie,haut,
Paresthesia of skin,paraesthesien der haut,paraesthesien,der haut,
Unspecified intestinal obstruction,darmobstruktion,darmobstruktion,,
Unspecified intestinal obstruction,darmobstruktion nnb,darmobstruktion,nnb,
Unspecified intestinal obstruction,darmverschluss,darmverschluss,,
Unspecified intestinal obstruction,darmverschluß,darmverschluß,,
Unspecified intestinal obstruction,nicht spezifizierte intestinale obstruktion,obstruktion,nicht spezifizierte intestinale,spezifizierte
Unspecified intestinal obstruction,obstruktion des darms,obstruktion darms,des,
Unspecified intestinal obstruction,obstruktion intestinal,obstruktion intestinal,,
Other pulmonary embolism without acute cor pulmonale,embolie der lunge,embolie lunge,der,
Other pulmonary embolism without acute cor pulmonale,embolie pulmonal,embolie pulmonal,,
Other pulmonary embolism without acute cor pulmonale,embolie lungen,embolie lungen,,
Other pulmonary embolism without acute cor pulmonale,embolie pulmonale,embolie,pulmonale,pulmonale
Other pulmonary embolism without acute cor pulmonale,lungenembolie,lungenembolie,,
Other pulmonary embolism without acute cor pulmonale,lungenembolie lungeninfarkt,lungenembolie,lungeninfarkt,
Other pulmonary embolism without acute cor pulmonale,pe,,pe,
Other pulmonary embolism without acute cor pulmonale,pulmonalarterienembolie,pulmonalarterienembolie,,
Other pulmonary embolism without acute cor pulmonale,pulmonale embolie,embolie,pulmonale,pulmonale
Right lower quadrant pain,schmerzen im rechten unteren quadranten,schmerzen quadranten,im rechten unteren,rechten unteren
Left lower quadrant pain,schmerz im linken unteren quadranten,schmerz quadranten,im linken unteren,linken unteren
"Hematuria, unspecified",blut im harn,blut harn,im,
"Hematuria, unspecified",blut im urin haematurie,blut haematurie,im urin,
"Hematuria, unspecified",erythrozyturie,erythrozyturie,,
"Hematuria, unspecified",haematurie,haematurie,,
"Hematuria, unspecified",hämaturie,hämaturie,,
"Hematuria, unspecified",nicht naeher bezeichnete haematurie,haematurie,nicht naeher bezeichnete,
NAUSEA WITH VOMITING,uebelkeit mit erbrechen,,uebelkeit mit erbrechen,erbrechen
NAUSEA WITH VOMITING,uebelkeit und brechsymptome,,uebelkeit und brechsymptome,
NAUSEA WITH VOMITING,uebelkeit und erbrechen,,uebelkeit und erbrechen,
DIARRHEA,diarrhoe,diarrhoe,,
DIARRHEA,diarrhoe nnb,diarrhoe,nnb,
DIARRHEA,durchfall,durchfall,,
DIARRHEA,durchfall diarrhoee,durchfall diarrhoee,,
DIARRHEA,lienterium diarrhoe,lienterium diarrhoe,,
DIARRHEA,stuhlerweichung,stuhlerweichung,,
OPEN WOUND OF FINGER,offene wunde der finger ohne erwaehnung einer komplikation,wunde finger erwaehnung komplikation,offene der ohne einer,
PYELONEPHRITIS NOS,pyelonephritis,pyelonephritis,,
PYELONEPHRITIS NOS,pyelonephritis nnb,pyelonephritis,nnb,
PYELONEPHRITIS NOS,pyelonephritis nicht spezifiziert,pyelonephritis,nicht spezifiziert,
"Cerebral infarction, unspecified",apoplektischer insult,,apoplektischer insult,
"Cerebral infarction, unspecified",apoplex ex tia,apoplex,ex tia,
"Cerebral infarction, unspecified",apoplexie,,apoplexie,
"Cerebral infarction, unspecified",cva,cva,,
"Cerebral infarction, unspecified",großhirninfarkt,,großhirninfarkt,
"Cerebral infarction, unspecified",hirninfarkt,,hirninfarkt,
"Cerebral infarction, unspecified",hirninfarkt nicht naeher bezeichnet,,hirninfarkt nicht naeher bezeichnet,
"Cerebral infarction, unspecified",hirnschlag,,hirnschlag,
"Cerebral infarction, unspecified",infarkt gehirn,gehirn,infarkt,
"Cerebral infarction, unspecified",infarkt großhirn,großhirn,infarkt,
"Cerebral infarction, unspecified",infarkt zerebraler,zerebraler,infarkt,
"Cerebral infarction, unspecified",schlaganfall,,schlaganfall,
"Cerebral infarction, unspecified",schlaganfall nnb,schlaganfall,nnb,
"Cerebral infarction, unspecified",schlaganfall nicht als blutung oder infarkt bezeichnet,blutung,schlaganfall nicht als oder infarkt bezeichnet,
"Cerebral infarction, unspecified",vaskulärer insult des gehirns,vaskulärer insult gehirns,des,
"Cerebral infarction, unspecified",zerebraler schlaganfall,zerebraler,schlaganfall,
"Cerebral infarction, unspecified",zerebralinfarkt,,zerebralinfarkt,
"Cerebral infarction, unspecified",zerebrovaskuläre apoplexie,zerebrovaskuläre apoplexie,,
"Cerebral infarction, unspecified",zerebrovaskulärer insult,zerebrovaskulärer,insult,
SYNCOPE AND COLLAPSE,bewusstlos werden,,bewusstlos werden,
SYNCOPE AND COLLAPSE,bewusstlosigkeit fluechtig,bewusstlosigkeit,fluechtig,
SYNCOPE AND COLLAPSE,kollaps fluechtig,kollaps,fluechtig,
SYNCOPE AND COLLAPSE,kollaps kurzdauernd,kollaps,kurzdauernd,
SYNCOPE AND COLLAPSE,kollaps voruebergehend,kollaps,voruebergehend,
SYNCOPE AND COLLAPSE,kollaps ohnmacht synkope,kollaps synkope,ohnmacht,
SYNCOPE AND COLLAPSE,ohnmacht,,ohnmacht,
SYNCOPE AND COLLAPSE,ohnmachtsanfall,ohnmachtsanfall,,
SYNCOPE AND COLLAPSE,ohnmaechtig,,ohnmaechtig,
SYNCOPE AND COLLAPSE,ohnmaechtig werden,,ohnmaechtig werden,
SYNCOPE AND COLLAPSE,schwaecheanfall,schwaecheanfall,,
SYNCOPE AND COLLAPSE,schwummrig,,schwummrig,
SYNCOPE AND COLLAPSE,synkopale attacke,attacke,synkopale,synkopale
SYNCOPE AND COLLAPSE,synkope,synkope,,
SYNCOPE AND COLLAPSE,synkope und kollaps,synkope kollaps,und,
ABRASION HEAD,abrasion od reibungsverbrenn an gesicht nack od kopfhau mit ausna des aug ohn erwaeh einer infekt,abrasion od reibungsverbrenn gesicht nack kopfhau ausna aug ohn infekt,an od mit des erwaeh einer,
FX C2 VERTEBRA-CLOSED,geschlossene fraktur des zweiten halswirbels,fraktur halswirbels,geschlossene des zweiten,zweiten
CONTUSION OF KNEE,prellung des knies,prellung knies,des,
"ASTHMA, UNSPECIFIED",asthma unspezifischer typ ohne erwaehnung des status asthmaticus,asthma typ erwaehnung status asthmaticus,unspezifischer ohne des,
Athscl heart disease of native coronary artery w/o ang pctrs,arteriosklerose der koronararterie,arteriosklerose koronararterie,der,
Athscl heart disease of native coronary artery w/o ang pctrs,arteriosklerotische herzkrankheit,herzkrankheit,arteriosklerotische,arteriosklerotische
Athscl heart disease of native coronary artery w/o ang pctrs,atherosklerose der koronararterie,atherosklerose koronararterie,der,
Athscl heart disease of native coronary artery w/o ang pctrs,atherosklerotische herzkrankheit,herzkrankheit,atherosklerotische,atherosklerotische
Athscl heart disease of native coronary artery w/o ang pctrs,koronararterie sklerose,koronararterie,sklerose,sklerose
Athscl heart disease of native coronary artery w/o ang pctrs,koronararteriensklerose,,koronararteriensklerose,koronararteriensklerose
Athscl heart disease of native coronary artery w/o ang pctrs,koronararteriosklerose,koronararteriosklerose,,
Athscl heart disease of native coronary artery w/o ang pctrs,koronaratherosklerose,,koronaratherosklerose,koronaratherosklerose
Athscl heart disease of native coronary artery w/o ang pctrs,koronarsklerose,,koronarsklerose,koronarsklerose
Athscl heart disease of native coronary artery w/o ang pctrs,sklerose koronar,sklerose,koronar,
Shortness of breath,atemlosigkeit,,atemlosigkeit,
Shortness of breath,atemnot,atemnot,,
Shortness of breath,atmung erschwert,atmung,erschwert,
Shortness of breath,dyspnoe,,dyspnoe,
Shortness of breath,dyspnoe nnb,,dyspnoe nnb,
Shortness of breath,dyspnoen,,dyspnoen,dyspnoen
Shortness of breath,kurzatmig,,kurzatmig,
Shortness of breath,kurzatmigkeit,,kurzatmigkeit,
Shortness of breath,kurzatmigkeit dyspnoe,,kurzatmigkeit dyspnoe,
Shortness of breath,schwierigkeiten beim atmen,,schwierigkeiten beim atmen,
Shortness of breath,sob,,sob,
Shortness of breath,sob kurzatmigkeit,,sob kurzatmigkeit,
"Chest pain, unspecified",brustkorbschmerz,brustkorbschmerz,,
"Chest pain, unspecified",brustschmerzen,,brustschmerzen,
"Chest pain, unspecified",brustschmerzen nicht naeher bezeichnet,,brustschmerzen nicht naeher bezeichnet,
"Chest pain, unspecified",nicht spezifizierter brustschmerz,brustschmerz,nicht spezifizierter,
"Chest pain, unspecified",schmerz brust,schmerz brust,,
"Chest pain, unspecified",schmerzen im brustkorb,schmerzen brustkorb,im,
"Chest pain, unspecified",thorakalgie,thorakalgie,,
"Chest pain, unspecified",thoraxschmerz,thoraxschmerz,,
"Chest pain, unspecified",thoraxschmerzen,thoraxschmerzen,,
"Chest pain, unspecified",unspezifischer brustschmerz,brustschmerz,unspezifischer,unspezifischer
"Gastrointestinal hemorrhage, unspecified",blutung des magens,blutung magens,des,
"Gastrointestinal hemorrhage, unspecified",blutung des verdauungstrakts,blutung verdauungstrakts,des,
"Gastrointestinal hemorrhage, unspecified",blutung des verdauungstrakts nicht spezifiziert,blutung verdauungstrakts,des nicht spezifiziert,
"Gastrointestinal hemorrhage, unspecified",blutung gastro intestinal nnb,blutung gastro intestinal,nnb,
"Gastrointestinal hemorrhage, unspecified",blutung gastrointestinal,blutung,gastrointestinal,
"Gastrointestinal hemorrhage, unspecified",blutung gastrointestinale,blutung gastrointestinale,,
"Gastrointestinal hemorrhage, unspecified",darmbluten,,darmbluten,
"Gastrointestinal hemorrhage, unspecified",darmblutung,darmblutung,,
"Gastrointestinal hemorrhage, unspecified",gastrointestinalblutung,gastrointestinalblutung,,
"Gastrointestinal hemorrhage, unspecified",gastrointestinale blutung,blutung,gastrointestinale,
"Gastrointestinal hemorrhage, unspecified",gastrointestinale blutung nnb,blutung,gastrointestinale nnb,
"Gastrointestinal hemorrhage, unspecified",gastrointestinale blutung nicht naeher bezeichnet,blutung,gastrointestinale nicht naeher bezeichnet,
"Gastrointestinal hemorrhage, unspecified",gastrointestinale blutungen,,gastrointestinale blutungen,gastrointestinale
"Gastrointestinal hemorrhage, unspecified",gastrointestinaltrakt blutung,blutung,gastrointestinaltrakt,
"Gastrointestinal hemorrhage, unspecified",gastrointestinaltrakt blutung nnb,blutung,gastrointestinaltrakt nnb,
"Gastrointestinal hemorrhage, unspecified",gastrointestinaltrakt blutung nnb,blutung,gastrointestinaltrakt nnb,
"Gastrointestinal hemorrhage, unspecified",gi blutung,blutung,gi,
"Gastrointestinal hemorrhage, unspecified",gi trakt blutung,trakt blutung,gi,
"Gastrointestinal hemorrhage, unspecified",intestinale blutung,blutung,intestinale,
"Gastrointestinal hemorrhage, unspecified",intestinale blutungen,,intestinale blutungen,intestinale
"Gastrointestinal hemorrhage, unspecified",magen darmblutung,darmblutung,magen,
"Gastrointestinal hemorrhage, unspecified",magenblutung,magenblutung,,
Acute posthemorrhagic anemia,akute anaemie durch blutverlust,anaemie blutverlust,akute durch,akute
Acute posthemorrhagic anemia,akute anaemie nach blutung,anaemie blutung,akute nach,
Acute posthemorrhagic anemia,akute blutungsanaemie,blutungsanaemie,akute,akute
Dissociative fugue,dissoziative fugue,fugue,dissoziative,
Dissociative fugue,dissoziative hysterie,hysterie,dissoziative,
Dissociative fugue,hysterie dissoziative,hysterie dissoziative,,
Dissociative fugue,hysterische fugue,fugue,hysterische,hysterische
Dissociative fugue,psychogene fugue,,psychogene fugue,psychogene
Dissociative fugue,wandertrieb,wandertrieb,,
ABNORM ELECTROCARDIOGRAM,ekg abnormitaet nichtspezifisch,ekg,abnormitaet nichtspezifisch,
ABNORM ELECTROCARDIOGRAM,ekg anomal nicht spezifisch,ekg,anomal nicht spezifisch,
ABNORM ELECTROCARDIOGRAM,ekg anomalien nicht spezifisch,ekg,anomalien nicht spezifisch,
ABNORM ELECTROCARDIOGRAM,ekg unspezifisch veraendert,ekg,unspezifisch veraendert,
ABNORM ELECTROCARDIOGRAM,ekg veraenderung unspezifisch,ekg,veraenderung unspezifisch,
ABNORM ELECTROCARDIOGRAM,ekg veraenderungen nicht spezifisch,ekg,veraenderungen nicht spezifisch,
ABNORM ELECTROCARDIOGRAM,ekg veraenderungen nichtspezifisc,ekg nichtspezifisc,veraenderungen,
ABNORM ELECTROCARDIOGRAM,elektrokardiogramm anomal nicht sp,elektrokardiogramm sp,anomal nicht,
ABNORM ELECTROCARDIOGRAM,elektrokardiogramm anomal nicht spezifisch,elektrokardiogramm,anomal nicht spezifisch,
ABNORM ELECTROCARDIOGRAM,nichtspezifisches anomales elektrokardiogramm ekg,elektrokardiogramm,nichtspezifisches anomales ekg,nichtspezifisches
"OBSTRUCTIVE CHR. BRONCHITIS,WITH ACUTE EXACERBATION",obstruktive chronische bronchitis mit akuter exazerbation,chronische bronchitis exazerbation,obstruktive mit akuter,akuter
Cough,husten,,husten,
Hypokalemia,hypokaliaemie,hypokaliaemie,,
Hypokalemia,hypokaliaemie syndrom,hypokaliaemie syndrom,,
Hypokalemia,hypokaliämie,hypokaliämie,,
Hypokalemia,kaliummangel,kaliummangel,,
Hypokalemia,kaliummangel syndrom,kaliummangel syndrom,,
Hypokalemia,kaliummangelsyndrom,kaliummangelsyndrom,,
Hypokalemia,serumkalium niedrig,serumkalium,niedrig,
Hypokalemia,syndrom hypokaliaemisch,syndrom,hypokaliaemisch,
Other specified soft tissue disorders,sonstige naeher bezeichnete krankheiten des weichteilgewebes,bezeichnete krankheiten weichteilgewebes,sonstige naeher des,sonstige
"Malignant neoplasm of stomach, unspecified",boesartige neubildung des magens,neubildung magens,boesartige des,
"Malignant neoplasm of stomach, unspecified",boesartige neubildung des magens nicht spezifiziert,neubildung magens,boesartige des nicht spezifiziert,
"Malignant neoplasm of stomach, unspecified",boesartige neubildung magen,neubildung,boesartige magen,boesartige
"Malignant neoplasm of stomach, unspecified",boesartige neubildung magen nicht naeher bezeichnet,neubildung,boesartige magen nicht naeher bezeichnet,boesartige
"Malignant neoplasm of stomach, unspecified",krebs des magens,krebs magens,des,
"Malignant neoplasm of stomach, unspecified",magenkarzinom,magenkarzinom,,
"Malignant neoplasm of stomach, unspecified",magenkarzinom nnb,magenkarzinom,nnb,
"Malignant neoplasm of stomach, unspecified",magenkrebs,magenkrebs,,
"Malignant neoplasm of stomach, unspecified",magenmalignitaet,,magenmalignitaet,
VERTIGO/DIZZINESS,schwindel und benommenheit,schwindel benommenheit,und,
VERTIGO/DIZZINESS,schwindel und taumel,schwindel taumel,und,
"TOOTH (BROKEN) (FRACTURED) (DUE TO TRAUMA), WITHOUT MENTION OF COMPLICATION",offene wunde des zahns abgebrochen ohne komplikation,wunde zahns komplikation,offene des abgebrochen ohne,
CONCUSSION W/O COMA,gehirnerschuetterung ohne verlust des bewusstseins,gehirnerschuetterung verlust bewusstseins,ohne des,
"MYOCARDIAL INFARCTION NOS, INIT EPISODE OF CARE",akuter myokardinfarkt nicht spezifizierte stelle erste behandlungsepisode,akuter stelle behandlungsepisode,myokardinfarkt nicht spezifizierte erste,spezifizierte erste
Other chest pain,sonstige brustschmerzen,brustschmerzen,sonstige,sonstige
Other chest pain,sonstiger brustschmerz,brustschmerz,sonstiger,
RENAL & URETERAL DIS NOS,krankheit der niere und des ureters nicht naeher bezeichnet,krankheit ureters,der niere und des nicht naeher bezeichnet,niere
RENAL & URETERAL DIS NOS,unspezifische erkrankung von niere und harnleiter,erkrankung,unspezifische von niere und harnleiter,niere
Low back pain,hexenschuß,,hexenschuß,
Low back pain,kreuzschmerz,kreuzschmerz,,
Low back pain,kreuzschmerzen,,kreuzschmerzen,
Low back pain,lumbago,lumbago,,
Low back pain,lumbaler schmerz,schmerz,lumbaler,
Low back pain,lumbalgie,lumbalgie,,
Low back pain,lumbalsyndrom,lumbalsyndrom,,
Low back pain,schmerz lendengegend,schmerz,lendengegend,
Low back pain,untere rueckenschmerzen,rueckenschmerzen,untere,
Low back pain,unterer rueckenschmerz,rueckenschmerz,unterer,
"Acute upper respiratory infection, unspecified",akute infektion der oberen atemwege,infektion atemwege,akute der oberen,oberen
"Acute upper respiratory infection, unspecified",akute infektion der oberen atemwege nicht naeher bezeichnet,infektion atemwege,akute der oberen nicht naeher bezeichnet,
"Acute upper respiratory infection, unspecified",akute infektionen der oberen atemwege an einer unspezifischen stelle,infektionen atemwege stelle,akute der oberen an einer unspezifischen,unspezifischen
"Acute upper respiratory infection, unspecified",atemweginfektion obere,atemweginfektion,obere,obere
"Acute upper respiratory infection, unspecified",infektion der ob atemw,infektion,der ob atemw,
"Acute upper respiratory infection, unspecified",infektion der oberen atemwege,infektion atemwege,der oberen,oberen
"Acute upper respiratory infection, unspecified",infektion der oberen atemwege nnb,infektion atemwege,der oberen nnb,oberen
"Acute upper respiratory infection, unspecified",infektionen der oberen atemwege,infektionen atemwege,der oberen,oberen
"Acute upper respiratory infection, unspecified",infektionen der oberen luftwege,infektionen oberen luftwege,der,
"Acute upper respiratory infection, unspecified",obere luftwege infektionen der,luftwege infektionen,obere der,
"Acute upper respiratory infection, unspecified",uri,,uri,
"Acute upper respiratory infection, unspecified",urti,urti,,
"Acute upper respiratory infection, unspecified",urti infektionen der oberen atemwege,urti infektionen atemwege,der oberen,oberen
"Dorsalgia, unspecified",dorsaler schmerz,schmerz,dorsaler,
"Dorsalgia, unspecified",dorsalgie,dorsalgie,,
"Dorsalgia, unspecified",rueckenschmerz,rueckenschmerz,,
"Dorsalgia, unspecified",rueckenschmerz nicht spezifiziert,rueckenschmerz,nicht spezifiziert,
"Dorsalgia, unspecified",rueckenschmerzen,,rueckenschmerzen,
"Dorsalgia, unspecified",rueckenschmerzen nicht naeher bezeichnet,,rueckenschmerzen nicht naeher bezeichnet,
"Dorsalgia, unspecified",rückenschmerz,rückenschmerz,,
"Dorsalgia, unspecified",rückenschmerzen,,rückenschmerzen,
"Dorsalgia, unspecified",schmerz dorsal,schmerz dorsal,,
"Dorsalgia, unspecified",schmerz ruecken,schmerz,ruecken,
"Dorsalgia, unspecified",schmerz ueber den ruecken,schmerz ruecken,ueber den,
PULM EMBOLISM/INFARCT,sonstige lungenembolie und infarkt,lungenembolie,sonstige und infarkt,sonstige
