ATC-Bedeutung,ATC-Bedeutung_cleaned
Bibrocathol,bibrocathol
Bicalutamid,bicalutamid
Bietaserpin,bietaserpin
Bietaserpin und Diuretika,bietaserpin diuretika
Bifemelan,bifemelan
Bifonazol,bifonazol
Bilastin,bilastin
Bilirubin-Testzone,bilirubin testzone
Bimatoprost,bimatoprost
Bimekizumab,bimekizumab
Binimetinib,binimetinib
Bioallethrin,bioallethrin
Biotin,biotin
Biperiden,biperiden
Biphenylol,biphenylol
Birkenblätter,birkenblaetter
Birkenrinde**,birkenrinde
Bisacodyl,bisacodyl
"Bismut, Kombinationen",bismut
Bismut(III)-citrat-hydroxid-Komplex,bismut iii citrat hydroxid komplex
"Bismutpräparate, Kombinationen",bismutpraeparate
Bismutsubcitrat,bismutsubcitrat
"Bismutsubcitrat, Tetracyclin und Metronidazol",bismutsubcitrat tetracyclin metronidazol
Bismutsubnitrat,bismutsubnitrat
"Bismutsubnitrat, Kombinationen exkl. Psycholeptika",bismutsubnitrat psycholeptika
Bismutsubsalicylat,bismutsubsalicylat
Bisoprolol,bisoprolol
Bisoprolol und Acetylsalicylsäure,bisoprolol acetylsalicylsaeure
Bisoprolol und Amlodipin,bisoprolol amlodipin
Bisoprolol und Hydrochlorothiazid,bisoprolol hydrochlorothiazid
Bisoprolol und Thiazide,bisoprolol thiazide
Bisoxatin,bisoxatin
Bithionol,bithionol
Bitolterol,bitolterol
Bittersüßstängel,bittersuessstaengel
Bituminosulfonate,bituminosulfonate
"Bituminosulfonate, inkl. Kombinationen",bituminosulfonate inkl
Bivalirudin,bivalirudin
Blauer Eisenhut,blauer eisenhut
Bleomycin,bleomycin
Blinatumomab,blinatumomab
"Blut und Organextrakte vom Kalb, inkl. Kombinationen",blut organextrakte kalb inkl
Blüten,blueten
Blutgerinnungsfaktor IX,blutgerinnungsfaktor ix
Blutgerinnungsfaktor VII,blutgerinnungsfaktor vii
Blutgerinnungsfaktor VIIa,blutgerinnungsfaktor viia
Blutgerinnungsfaktor VIII,blutgerinnungsfaktor viii
Blutgerinnungsfaktor X,blutgerinnungsfaktor
Blutgerinnungsfaktor XIII,blutgerinnungsfaktor xiii
"Blutgerinnungsfaktoren IX, II, VII und X in Kombination",blutgerinnungsfaktoren ix ii vii kombination
"Blutgerinnungsfaktoren, Kombinationen",blutgerinnungsfaktoren
Blutplasma,blutplasma
Blutplasma ohne Pharmazentralnummer,blutplasma pharmazentralnummer
Blut-Testzone,blut testzone
Blut-Testzone (Stuhl),blut testzone stuhl
Boceprevir,boceprevir
Boldoblätter,boldoblaetter
Bopindolol,bopindolol
Bopindolol und andere Diuretika,bopindolol diuretika
Bornaprin,bornaprin
"Bornylsalicylat, Kombinationen",bornylsalicylat
Borsäure,borsaeure
Bortezomib,bortezomib
Bosentan,bosentan
Bosutinib,bosutinib
Botulinumtoxin Typ A,botulinumtoxin typ
Botulismus-Antitoxin,botulismus antitoxin
Bremelanotid,bremelanotid
Brennnesselblätter,brennnesselblaetter
Brennnesselkraut und -blätter,brennnesselkraut blaetter
Brennnesselwurzel,brennnesselwurzel
Brentuximab vedotin,brentuximab vedotin
Bretyliumtosilat,bretyliumtosilat
Brexanolon,brexanolon
Brexpiprazol,brexpiprazol
Brexucabtagen autoleucel,brexucabtagen autoleucel
Briakinumab,briakinumab
Brigatinib,brigatinib
Brimonidin,brimonidin
Brimonidin und Ripasudil,brimonidin ripasudil
Brinase,brinase
Brincidofovir,brincidofovir
Brinzolamid,brinzolamid
Brinzolamid und Brimonidin,brinzolamid brimonidin
Brivaracetam,brivaracetam
Brivudin,brivudin
Brodalumab,brodalumab
Brodimoprim,brodimoprim
Brolucizumab,brolucizumab
Bromallylmethylbutylbarbitursäure,bromallylmethylbutylbarbitursaeure
Bromazepam,bromazepam
Bromazin,bromazin
Bromchlorsalicylanilid,bromchlorsalicylanilid
Bromelain**,bromelain
Bromfenac,bromfenac
Bromhexin,bromhexin
Bromide,bromide
Bromisoval,bromisoval
Bromocriptin,bromocriptin
Bromoprid,bromoprid
Bromperidol,bromperidol
Brompheniramin,brompheniramin
Bromsalicylisopropylamid,bromsalicylisopropylamid
Bromsulfalein,bromsulfalein
Brotizolam,brotizolam
Broxychinolin,broxychinolin
Brucella-Antigen,brucella antigen
Bucetin,bucetin
"Bucetin, Kombinationen exkl. Psycholeptika",bucetin psycholeptika
Bucillamin,bucillamin
Bucladesin,bucladesin
Buclizin,buclizin
"Buclosamid, Kombinationen",buclosamid
Budesonid,budesonid
Budipin,budipin
Bufexamac,bufexamac
Buflomedil,buflomedil
Buformin,buformin
Bufyllin,bufyllin
Bulevirtid,bulevirtid
Bumadizon,bumadizon
Bumetanid,bumetanid
Bumetanid und Kalium,bumetanid kalium
Bumetanid und Kalium sparende Mittel,bumetanid kalium sparende mittel
Bunaftin,bunaftin
Bunazosin,bunazosin
Bunitrolol,bunitrolol
Buphenin,buphenin
Bupivacain,bupivacain
Bupivacain und Meloxicam,bupivacain meloxicam
Bupranolol,bupranolol
Bupranolol und andere Antihypertensiva,bupranolol antihypertensiva
Bupranolol und andere Mittel,bupranolol mittel
Bupranolol und Vasodilatatoren,bupranolol vasodilatatoren
Buprenorphin,buprenorphin
Buprenorphin und Naloxon,buprenorphin naloxon
Buprenorphin-Testzone,buprenorphin testzone
Bupropion,bupropion
Bupropion und Dextromethorphan,bupropion dextromethorphan
Bupropion und Naltrexon,bupropion naltrexon
Burosumab,burosumab
Buserelin,buserelin
Buspiron,buspiron
Busulfan,busulfan
Butalamin,butalamin
Butamirat,butamirat
Butanilicain,butanilicain
Butaperazin,butaperazin
Butenafin,butenafin
Butetamat,butetamat
Butinolin in Kombination mit anderen Mitteln,butinolin kombination mitteln
Butizid und Kalium sparende Mittel,butizid kalium sparende mittel
Butobarbital,butobarbital
Butoconazol,butoconazol
Butorphanol,butorphanol
"Butoxycain, Kombinationen",butoxycain
Butriptylin,butriptylin
Butylscopolamin,butylscopolamin
Butylscopolamin und Analgetika,butylscopolamin analgetika
Butylscopolamin und Psycholeptika,butylscopolamin psycholeptika
Cabazitaxel,cabazitaxel
Cabergolin,cabergolin
Cabotegravir,cabotegravir
Cabozantinib,cabozantinib
Cadexomer-Iod,cadexomer iod
Cadmium-haltige Verbindungen,cadmium
Cadralazin,cadralazin
Cafaminol,cafaminol
Cafedrin,cafedrin
Calcifediol,calcifediol
Calcipotriol,calcipotriol
Calcipotriol und Betamethason,calcipotriol betamethason
"Calcitonin (Lachs, synthetisch)",calcitonin lachs synthetisch
"Calcitonin (Mensch, synthetisch)",calcitonin mensch synthetisch
"Calcitonin (Schwein, natürlich)",calcitonin schwein natuerlich
Calcitriol,calcitriol
Calcium (verschiedene Salze in Kombination),calcium verschiedene salze kombination
Calciumacetat,calciumacetat
Calciumacetat und Magnesiumcarbonat,calciumacetat magnesiumcarbonat
Calciumalginat,calciumalginat
Calciumaminosalicylat,calciumaminosalicylat
Calciumcarbimid,calciumcarbimid
Calciumcarbonat,calciumcarbonat
Calciumcarbonat und Colecalciferol,calciumcarbonat colecalciferol
"Calciumcarbonat und Colecalciferol, 
Kombinationen mit anderen Mitteln",calciumcarbonat colecalciferol mitteln
Calciumchlorid,calciumchlorid
Calciumcitrat,calciumcitrat
Calciumcitratlysin-Komplex,calciumcitratlysin komplex
Calciumdiaspartat,calciumdiaspartat
Calciumdobesilat,calciumdobesilat
Calciumfolinat,calciumfolinat
Calciumglubionat,calciumglubionat
Calciumglucoheptonat,calciumglucoheptonat
Calciumgluconat,calciumgluconat
Calciumglycerylphosphat,calciumglycerylphosphat
Calcium-haltige Verbindungen,calcium
Calciumhexaminthiocyanat,calciumhexaminthiocyanat
Calciumiopodat,calciumiopodat
Calciumketoglutarat,calciumketoglutarat
Calciumlactat,calciumlactat
Calciumlactogluconat,calciumlactogluconat
Calciumlaevulat,calciumlaevulat
Calciumlevofolinat,calciumlevofolinat
Calciumorotat,calciumorotat
Calciumpangamat,calciumpangamat
Calciumpantothenat,calciumpantothenat
Calciumphosphat,calciumphosphat
Calciumsalze und Ergocalciferol,calciumsalze ergocalciferol
Calciumsilikat,calciumsilikat
Calciumthiosulfat,calciumthiosulfat
Calendula,calendula
Calendula officinalis,calendula officinalis
Camazepam,camazepam
Camostat,camostat
Campher,campher
Camylofin,camylofin
Camylofin und Analgetika,camylofin analgetika
Canagliflozin,canagliflozin
Canakinumab,canakinumab
Candesartan,candesartan
"Candesartan, Amlodipin und Hydrochlorothiazid",candesartan amlodipin hydrochlorothiazid
Candesartan und Amlodipin,candesartan amlodipin
Candesartan und Diuretika,candesartan diuretika
Candesartan und Hydrochlorothiazid,candesartan hydrochlorothiazid
Candicidin,candicidin
Cangrelor,cangrelor
Cannabidiol,cannabidiol
Cannabinoide,cannabinoide
Canrenon,canrenon
Capecitabin,capecitabin
Capivasertib,capivasertib
Caplacizumab,caplacizumab
Capmatinib,capmatinib
Capreomycin,capreomycin
Capsaicin,capsaicin
Capsicumfrüchte,capsicumfruechte
Captodiam,captodiam
Captopril,captopril
Captopril und Diuretika,captopril diuretika
Captopril und Hydrochlorothiazid,captopril hydrochlorothiazid
Carazolol,carazolol
Carbachol,carbachol
Carbamazepin,carbamazepin
Carbamidperoxid,carbamidperoxid
Carbamoylphenoxyessigsäure,carbamoylphenoxyessigsaeure
Carbasalat calcium,carbasalat calcium
"Carbasalat calcium, Kombinationen exkl. Psycholeptika",carbasalat calcium psycholeptika
Carbazochrom,carbazochrom
Carbenicillin,carbenicillin
Carbenoxolon,carbenoxolon
"Carbenoxolon, Kombinationen exkl. Psycholeptika",carbenoxolon psycholeptika
Carbetocin,carbetocin
Carbimazol,carbimazol
Carbinoxamin,carbinoxamin
Carbocistein,carbocistein
Carbocromen,carbocromen
Carbomer,carbomer
Carboplatin,carboplatin
Carboprost,carboprost
Carboquon,carboquon
Carbromal,carbromal
Carbutamid,carbutamid
Carbuterol,carbuterol
Cardiospermum,cardiospermum
Carfecillin,carfecillin
Carfilzomib,carfilzomib
Carfloglitazar,carfloglitazar
Carglumsäure,carglumsaeure
Carindacillin,carindacillin
Cariprazin,cariprazin
Carisbamat,carisbamat
Carisoprodol,carisoprodol
"Carisoprodol, Kombinationen exkl. Psycholeptika",carisoprodol psycholeptika
Carmellose,carmellose
Carmofur,carmofur
Carmustin,carmustin
Caroverin,caroverin
Carprofen,carprofen
Carteolol,carteolol
Carum Carvi,carum carvi
Carumonam,carumonam
Carvedilol,carvedilol
Carvedilol und Ivabradin,carvedilol ivabradin
Carvedilol und Thiazide,carvedilol thiazide
Cascara,cascara
Caseinhydrolysat,caseinhydrolysat
Casimersen,casimersen
Casirivimab und Imdevimab,casirivimab imdevimab
Casopitant,casopitant
Caspofungin,caspofungin
"Catalase, Kombinationen",catalase
Cathin,cathin
Cathin-Phenobarbital,cathin phenobarbital
Catridecacog,catridecacog
Catumaxomab,catumaxomab
Cediranib,cediranib
Cefacetril,cefacetril
Cefaclor,cefaclor
Cefadroxil,cefadroxil
Cefalexin,cefalexin
Cefaloridin,cefaloridin
Cefalotin,cefalotin
Cefamandol,cefamandol
Cefapirin,cefapirin
Cefatrizin,cefatrizin
Cefazedon,cefazedon
Cefazolin,cefazolin
Cefbuperazon,cefbuperazon
Cefcapen,cefcapen
Cefdinir,cefdinir
Cefditoren,cefditoren
Cefepim,cefepim
Cefepim und Amikacin,cefepim amikacin
Cefepim und Beta-Lactamase-Inhibitoren,cefepim beta lactamase inhibitoren
Cefetamet,cefetamet
Cefiderocol,cefiderocol
Cefixim,cefixim
Cefixim und Azithromycin,cefixim azithromycin
Cefixim und Beta-Lactamase-Inhibitoren,cefixim beta lactamase inhibitoren
Cefixim und Ornidazol,cefixim ornidazol
Cefmenoxim,cefmenoxim
Cefmetazol,cefmetazol
Cefminox,cefminox
Cefodizim,cefodizim
Cefonicid,cefonicid
Cefoperazon,cefoperazon
Cefoperazon und Beta-Lactamase-Inhibitoren,cefoperazon beta lactamase inhibitoren
Ceforanid,ceforanid
Cefotaxim,cefotaxim
Cefotaxim und Beta-Lactamase-Inhibitoren,cefotaxim beta lactamase inhibitoren
Cefotetan,cefotetan
Cefotiam,cefotiam
Cefoxitin,cefoxitin
Cefozopran,cefozopran
Cefpiramid,cefpiramid
Cefpirom,cefpirom
Cefpodoxim,cefpodoxim
Cefpodoxim und Beta-Lactamase-Inhibitoren,cefpodoxim beta lactamase inhibitoren
Cefprozil,cefprozil
Cefradin,cefradin
Cefroxadin,cefroxadin
Cefsulodin,cefsulodin
Ceftarolinfosamil,ceftarolinfosamil
Ceftazidim,ceftazidim
Ceftazidim und Beta-Lactamase-Inhibitoren,ceftazidim beta lactamase inhibitoren
Cefteram,cefteram
Ceftezol,ceftezol
Ceftibuten,ceftibuten
Ceftizoxim,ceftizoxim
Ceftobiprolmedocaril,ceftobiprolmedocaril
Ceftolozan und Beta-Lactamase-Inhibitoren,ceftolozan beta lactamase inhibitoren
Ceftriaxon,ceftriaxon
Ceftriaxon und Beta-Lactamase-Inhibitoren,ceftriaxon beta lactamase inhibitoren
Cefuroxim,cefuroxim
Cefuroxim und Beta-Lactamase-Inhibitoren,cefuroxim beta lactamase inhibitoren
Cefuroxim und Metronidazol,cefuroxim metronidazol
Celecoxib,celecoxib
Celiprolol,celiprolol
Celiprolol und andere Diuretika,celiprolol diuretika
Cellulose,cellulose
Cemiplimab,cemiplimab
Cenegermin,cenegermin
Cenobamat,cenobamat
Centhaquin,centhaquin
Cepeginterferon alfa-2b,cepeginterferon alfa
Ceratonia**,ceratonia
Ceritinib,ceritinib
Ceriumoxalat,ceriumoxalat
Cerivastatin,cerivastatin
Cerliponase alfa,cerliponase alfa
Certolizumab pegol,certolizumab pegol
Certoparin,certoparin
Ceruletid,ceruletid
Cetiedil,cetiedil
Cetirizin,cetirizin
Cetrimid,cetrimid
Cetrimonium,cetrimonium
Cetrorelix,cetrorelix
Cetuximab,cetuximab
Cetylpyridinium,cetylpyridinium
Cevimelin,cevimelin
Chenodeoxycholsäure,chenodeoxycholsaeure
Chinidin,chinidin
"Chinidin, Kombinationen exkl. Psycholeptika",chinidin psycholeptika
Chinin,chinin
"Chinin, Kombinationen exkl. Psycholeptika",chinin psycholeptika
Chiniofon,chiniofon
Chinisocain,chinisocain
Chlamydien-Testzone,chlamydien testzone
Chloralhydrat,chloralhydrat
Chloralodol,chloralodol
Chlorambucil,chlorambucil
Chloramphenicol,chloramphenicol
Chlorbenzoxamin,chlorbenzoxamin
Chlorbutanol,chlorbutanol
Chlorcyclizin,chlorcyclizin
Chlordehydromethyltestosteron,chlordehydromethyltestosteron
Chlordiazepoxid,chlordiazepoxid
Chloressigsäure,chloressigsaeure
Chlorhexidin,chlorhexidin
Chlorhexidin und Cetylpyridinium,chlorhexidin cetylpyridinium
Chlormadinon,chlormadinon
Chlormadinon und Estrogen,chlormadinon estrogen
Chlormadinon und Ethinylestradiol,chlormadinon ethinylestradiol
Chlormethin,chlormethin
Chlormezanon,chlormezanon
"Chlormezanon, Kombinationen exkl. Psycholeptika",chlormezanon psycholeptika
Chlormidazol,chlormidazol
"Chlorocresol, Kombinationen",chlorocresol
Chloroform,chloroform
Chloroprocain,chloroprocain
Chloropyramin,chloropyramin
Chloroquin,chloroquin
Chloroquin und Proguanil,chloroquin proguanil
Chlorothiazid,chlorothiazid
Chlorothiazid und Kalium,chlorothiazid kalium
Chlorotrianisen,chlorotrianisen
Chloroxylenol,chloroxylenol
Chlorphenamin,chlorphenamin
Chlorphenesin,chlorphenesin
Chlorphenethazin,chlorphenethazin
"Chlorphenol, Kombinationen",chlorphenol
Chlorphenoxamin,chlorphenoxamin
2-(4-Chlorphenoxy)ethanol,chlorphenoxy ethanol
Chlorprednison und Antiinfektiva,chlorprednison antiinfektiva
Chlorproethazin,chlorproethazin
Chlorpromazin,chlorpromazin
Chlorpropamid,chlorpropamid
Chlorprothixen,chlorprothixen
Chlorquinaldol,chlorquinaldol
Chlortalidon,chlortalidon
Chlortalidon und Kalium,chlortalidon kalium
Chlortalidon und Kalium sparende Mittel,chlortalidon kalium sparende mittel
Chlortetracyclin,chlortetracyclin
Chlorzoxazon,chlorzoxazon
"Chlorzoxazon, Kombinationen exkl. Psycholeptika",chlorzoxazon psycholeptika
"Cholera, inaktiviert, ganze Zelle",cholera inaktiviert ganze zelle
"Cholera, Kombinationen mit Typhus-Impfstoff, inaktiviert,
ganze Zelle",cholera typhus impfstoff inaktiviert ganze zelle
"Cholera, lebend abgeschwächt",cholera lebend abgeschwaecht
Cholesterin-Testzone,cholesterin testzone
Cholin,cholin
Cholinalfoscerat,cholinalfoscerat
Cholinesterase,cholinesterase
Cholinfenofibrat,cholinfenofibrat
Cholin-Magnesium-Tris-Salicylat,cholin magnesium tris salicylat
Cholinsalicylat,cholinsalicylat
Cholinsalze,cholinsalze
Cholinstearat,cholinstearat
Cholintheophyllinat,cholintheophyllinat
Cholintheophyllinat und Sympathomimetika,cholintheophyllinat sympathomimetika
Cholsäure,cholsaeure
Chondroitinsulfat,chondroitinsulfat
Chondroitinsulfat-Eisen(III)-Komplex,chondroitinsulfat eisen iii komplex
Choriongonadotrophin,choriongonadotrophin
Choriongonadotropin alfa,choriongonadotropin alfa
(51Cr)Chromchromat markierte Zellen,cr chromchromat markierte zellen
(51Cr)Chromedetat,cr chromedetat
Chrom(III)-(32P)phosphatkolloid,chrom iii phosphatkolloid
Chymopapain,chymopapain
Chymotrypsin,chymotrypsin
Cianidanol,cianidanol
Cibenzolin,cibenzolin
Ciclesonid,ciclesonid
Cicletanin,cicletanin
Ciclobendazol,ciclobendazol
Ciclonicat,ciclonicat
"Ciclonium, Kombinationen",ciclonium
Ciclonium und Analgetika,ciclonium analgetika
Ciclopirox,ciclopirox
Ciclosporin,ciclosporin
Cidofovir,cidofovir
Cilansetron,cilansetron
Cilazapril,cilazapril
Cilazapril und Diuretika,cilazapril diuretika
Cilazapril und Hydrochlorothiazid,cilazapril hydrochlorothiazid
Cilnidipin,cilnidipin
Cilostazol,cilostazol
Ciltacabtagen autoleucel,ciltacabtagen autoleucel
Cimetidin,cimetidin
Cimetropiumbromid,cimetropiumbromid
Cimicifuga racemosa,cimicifuga racemosa
Cimicifugawurzelstock**,cimicifugawurzelstock
Cinacalcet,cinacalcet
Cinchocain,cinchocain
Cinchophen,cinchophen
Cineol,cineol
Cinepazet,cinepazet
Cinepazid,cinepazid
Cinitaprid,cinitaprid
Cinnabaris,cinnabaris
Cinnarizin,cinnarizin
Cinnarizin und Dimenhydrinat,cinnarizin dimenhydrinat
Cinolazepam,cinolazepam
Cinoxacin,cinoxacin
Cipaglucosidase alfa,cipaglucosidase alfa
Ciprofibrat,ciprofibrat
Ciprofloxacin,ciprofloxacin
Ciprofloxacin und Metronidazol,ciprofloxacin metronidazol
Ciprofloxacin und Ornidazol,ciprofloxacin ornidazol
Ciprofloxacin und Tinidazol,ciprofloxacin tinidazol
Cisaprid,cisaprid
Cisatracurium,cisatracurium
Cisplatin,cisplatin
Citalopram,citalopram
Citicolin,citicolin
Citiolon,citiolon
CK-MB-Testzone,ck mb testzone
Cladribin,cladribin
Clarithromycin,clarithromycin
Clascoteron,clascoteron
Clazosentan,clazosentan
Cleboprid,cleboprid
Clefamid,clefamid
Clemastin,clemastin
Clemizol-Penicillin,clemizol penicillin
Clenbuterol,clenbuterol
Clenbuterol und Ambroxol,clenbuterol ambroxol
Clevidipin,clevidipin
Clevudin,clevudin
Clidinium und Psycholeptika,clidinium psycholeptika
Clindamycin,clindamycin
Clindamycin und Benzoylperoxid,clindamycin benzoylperoxid
Clioquinol,clioquinol
Clobazam,clobazam
Clobenzorex,clobenzorex
Clobetasol,clobetasol
Clobetasol und Antibiotika,clobetasol antibiotika
Clobetason,clobetason
Clobetason und Antiinfektiva,clobetason antiinfektiva
Clobutinol,clobutinol
Clocortolon,clocortolon
Clodantoin,clodantoin
Clodronsäure,clodronsaeure
Clofarabin,clofarabin
Clofazimin,clofazimin
Clofedanol,clofedanol
Clofenamid,clofenamid
Clofenamid und Kalium,clofenamid kalium
Clofenotan,clofenotan
Clofezon,clofezon
Clofibrat,clofibrat
"Clofibrat in Kombination mit anderen Mitteln, 
die den Lipidstoffwechsel beeinflussen",clofibrat kombination mitteln lipidstoffwechsel beeinflussen
Clofibrat und Nicotinsäure,clofibrat nicotinsaeure
Clofibrid,clofibrid
Clofoctol,clofoctol
Clomethiazol,clomethiazol
Clometocillin,clometocillin
Clomifen,clomifen
Clomipramin,clomipramin
Clomocyclin,clomocyclin
Clonazepam,clonazepam
Clonidin,clonidin
Clonidin und Diuretika,clonidin diuretika
"Clonidin und Diuretika, Kombinationen mit anderen Mitteln",clonidin diuretika mitteln
Clopamid,clopamid
Clopamid und Kalium,clopamid kalium
Clopenthixol,clopenthixol
Cloperastin,cloperastin
Clopidogrel,clopidogrel
Clopidogrel und Acetylsalicylsäure,clopidogrel acetylsalicylsaeure
Cloprednol,cloprednol
Cloranolol,cloranolol
Clorexolon,clorexolon
"Clorexolon, Kombinationen mit Psycholeptika",clorexolon psycholeptika
Cloricromen,cloricromen
Cloridarol,cloridarol
Clorindion,clorindion
Clostebol,clostebol
Clotiapin,clotiapin
Clotiazepam,clotiazepam
Clotrimazol,clotrimazol
Cloxacillin,cloxacillin
Cloxazolam,cloxazolam
Cloxiquin,cloxiquin
Clozapin,clozapin
(57Co)Cobaltcyanocobalamin,co cobaltcyanocobalamin
Cobamamid,cobamamid
Cobicistat,cobicistat
Cobimetinib,cobimetinib
Coblopasvir,coblopasvir
Cocain,cocain
Codein,codein
"Codein, Kombinationen exkl. Psycholeptika",codein psycholeptika
